741, 267
695, 294
99, 200
658, 286
3, 445
571, 101
235, 86
253, 378
479, 249
221, 257
99, 417
303, 45
349, 243
773, 346
569, 124
706, 116
454, 509
237, 511
61, 164
225, 492
418, 0
289, 116
483, 312
585, 220
94, 385
319, 222
224, 243
329, 256
39, 86
536, 146
168, 54
97, 105
461, 352
717, 156
630, 88
230, 239
256, 225
146, 292
708, 80
28, 498
150, 533
749, 399
237, 198
602, 498
674, 514
343, 294
722, 23
713, 140
670, 417
473, 320
242, 576
677, 365
2, 252
624, 440
559, 400
730, 486
585, 208
682, 491
431, 256
327, 264
531, 10
774, 488
441, 332
510, 79
125, 564
183, 599
147, 560
577, 521
554, 198
577, 125
42, 5
38, 206
29, 447
58, 436
362, 187
660, 511
316, 139
554, 124
513, 415
483, 328
174, 571
555, 55
384, 548
192, 215
189, 114
713, 326
153, 35
614, 308
373, 53
34, 167
1, 421
389, 497
738, 120
486, 64
143, 124
766, 594
565, 373
23, 34
603, 136
132, 555
640, 349
682, 488
575, 46
732, 478
309, 102
228, 247
665, 344
797, 276
746, 509
94, 150
743, 417
593, 137
247, 547
97, 557
520, 511
561, 274
245, 162
682, 399
577, 1
141, 383
224, 303
38, 57
437, 577
513, 139
758, 431
150, 586
652, 457
32, 377
726, 11
556, 195
141, 103
397, 566
321, 214
44, 375
707, 578
732, 523
732, 491
204, 73
506, 436
661, 170
715, 249
179, 98
290, 376
81, 150
215, 73
381, 521
139, 18
154, 117
457, 492
148, 251
327, 308
175, 191
364, 438
280, 491
780, 525
221, 525
686, 400
24, 96
462, 265
390, 260
511, 527
246, 147
264, 86
350, 322
15, 232
615, 199
404, 594
488, 269
20, 53
688, 138
558, 208
765, 137
321, 199
745, 8
724, 210
4, 160
16, 220
797, 180
264, 277
250, 553
729, 559
776, 537
204, 594
332, 211
152, 444
599, 90
740, 168
792, 16
138, 530
395, 432
55, 541
463, 533
751, 297
246, 330
718, 244
725, 438
393, 572
571, 419
371, 198
607, 76
572, 198
402, 209
659, 99
787, 432
587, 94
65, 258
764, 119
331, 159
609, 140
675, 422
543, 431
498, 205
645, 523
581, 578
174, 307
100, 20
35, 367
515, 297
62, 524
786, 76
746, 190
239, 34
70, 4
795, 170
584, 57
234, 375
670, 98
244, 307
751, 113
233, 225
673, 13
97, 543
659, 348
560, 286
490, 246
697, 48
458, 519
570, 229
26, 312
773, 2
714, 378
142, 7
80, 521
544, 514
685, 481
75, 29
271, 136
792, 225
207, 536
605, 262
315, 543
107, 8
590, 348
612, 351
539, 167
203, 323
137, 478
276, 538
568, 512
282, 424
642, 288
399, 186
284, 152
366, 39
603, 495
652, 91
692, 321
173, 321
700, 217
83, 108
654, 85
145, 122
107, 342
670, 262
411, 403
454, 56
465, 473
634, 467
525, 273
454, 283
732, 198
195, 241
506, 385
99, 69
535, 403
586, 367
694, 398
797, 66
82, 176
338, 45
60, 254
711, 390
704, 497
398, 413
230, 191
390, 499
596, 168
485, 486
720, 51
305, 178
482, 413
782, 429
632, 270
689, 62
772, 528
276, 115
256, 276
66, 463
530, 35
466, 220
42, 509
336, 218
680, 314
758, 412
794, 75
187, 435
483, 500
258, 225
632, 96
243, 404
452, 481
678, 534
107, 387
347, 357
779, 427
583, 587
574, 73
137, 372
700, 455
59, 367
542, 45
196, 484
797, 3
586, 345
505, 442
197, 568
181, 167
430, 328
224, 69
246, 422
15, 598
723, 535
453, 21
373, 453
628, 427
343, 301
701, 509
785, 121
180, 150
362, 382
127, 430
107, 516
61, 447
623, 381
739, 511
22, 364
65, 31
217, 140
420, 159
664, 386
622, 88
158, 583
70, 598
460, 402
103, 455
559, 346
11, 245
319, 84
237, 434
537, 309
705, 365
167, 250
221, 197
126, 105
789, 69
321, 123
485, 220
578, 110
231, 536
297, 450
260, 110
237, 152
7, 320
799, 146
653, 227
198, 291
249, 308
452, 428
196, 7
280, 88
561, 228
509, 157
415, 111
784, 216
215, 353
110, 3
5, 88
668, 525
420, 584
128, 22
722, 468
109, 421
483, 141
380, 473
785, 398
437, 328
752, 202
589, 271
416, 418
650, 31
60, 335
609, 584
271, 176
640, 549
614, 489
232, 331
32, 224
402, 503
66, 197
563, 564
552, 589
154, 229
726, 291
278, 453
364, 596
692, 176
568, 141
37, 6
325, 19
447, 324
689, 79
26, 310
124, 268
251, 125
444, 94
141, 265
653, 441
10, 35
390, 467
794, 426
552, 143
115, 488
207, 183
414, 424
587, 221
58, 134
40, 254
666, 330
584, 276
233, 251
595, 254
750, 124
101, 430
170, 406
134, 366
350, 514
599, 400
714, 465
615, 105
304, 250
325, 218
375, 39
336, 483
716, 276
171, 427
66, 308
588, 296
538, 58
435, 39
606, 530
536, 201
263, 530
669, 75
446, 568
418, 432
768, 1
280, 309
474, 122
269, 592
372, 183
198, 70
362, 278
139, 440
469, 327
379, 497
393, 506
129, 15
695, 69
158, 331
19, 129
518, 510
48, 464
519, 586
326, 149
771, 11
470, 231
447, 432
36, 51
211, 250
35, 182
290, 592
687, 508
164, 499
468, 392
127, 53
780, 456
277, 225
37, 235
246, 175
224, 498
501, 447
278, 329
408, 199
661, 569
74, 482
552, 411
11, 535
629, 362
135, 499
512, 589
547, 564
525, 417
435, 12
579, 431
201, 398
716, 295
105, 408
632, 64
632, 180
193, 426
498, 413
457, 474
474, 3
447, 114
556, 234
385, 163
14, 133
91, 359
678, 339
206, 223
37, 68
652, 22
481, 546
416, 505
256, 502
266, 339
176, 381
200, 400
563, 23
720, 366
408, 117
314, 412
613, 228
218, 248
368, 90
106, 504
205, 100
551, 28
674, 577
370, 54
406, 343
471, 40
711, 312
330, 297
379, 136
333, 291
271, 174
782, 196
747, 357
301, 158
342, 310
668, 253
518, 211
767, 413
399, 50
146, 558
573, 124
458, 341
381, 201
531, 72
53, 210
25, 325
628, 363
67, 567
68, 3
281, 431
668, 353
166, 355
210, 325
312, 117
558, 184
196, 571
153, 560
711, 318
148, 36
200, 513
613, 569
601, 272
524, 311
476, 250
789, 115
33, 165
614, 209
589, 13
87, 517
119, 432
1, 334
717, 121
719, 272
691, 551
497, 109
459, 585
16, 488
272, 360
28, 381
348, 369
512, 368
330, 301
791, 248
118, 511
216, 272
224, 370
237, 202
655, 436
98, 336
242, 411
664, 41
545, 219
761, 300
323, 249
293, 19
585, 558
75, 143
439, 283
340, 532
579, 126
506, 82
694, 95
726, 327
623, 57
150, 460
359, 40
173, 242
207, 587
36, 104
789, 78
398, 165
710, 272
58, 428
589, 587
193, 129
345, 477
479, 494
701, 474
735, 138
305, 588
783, 199
694, 216
755, 166
471, 414
533, 145
267, 237
218, 509
503, 424
15, 226
687, 57
2, 369
93, 393
685, 217
410, 433
270, 261
442, 552
274, 485
453, 33
47, 216
703, 567
753, 259
712, 456
460, 121
511, 532
336, 598
482, 553
411, 97
529, 53
360, 6
17, 582
453, 510
300, 361
482, 516
725, 549
101, 300
649, 491
571, 217
273, 133
425, 147
292, 104
480, 308
106, 551
367, 398
59, 197
402, 379
677, 415
9, 328
205, 579
3, 390
236, 561
89, 574
539, 21
407, 345
746, 478
85, 497
265, 543
4, 344
490, 47
771, 403
29, 70
785, 346
507, 486
381, 494
383, 539
794, 248
46, 89
270, 482
727, 138
649, 92
54, 136
115, 46
722, 429
126, 461
6, 20
251, 388
765, 171
8, 215
278, 48
743, 511
71, 229
266, 381
190, 593
426, 509
131, 597
22, 425
153, 391
137, 382
579, 166
564, 335
163, 68
603, 501
126, 145
380, 495
59, 521
361, 380
490, 4
791, 426
321, 141
495, 49
706, 554
417, 170
408, 487
57, 310
288, 127
778, 436
197, 521
134, 426
259, 379
463, 326
461, 229
40, 474
74, 492
101, 547
666, 17
706, 4
343, 126
527, 132
183, 284
328, 344
589, 100
610, 574
15, 336
673, 575
626, 437
135, 336
561, 464
328, 542
333, 258
89, 227
622, 489
102, 497
520, 428
226, 10
537, 226
793, 186
430, 152
162, 57
421, 445
752, 329
14, 108
72, 80
426, 350
396, 106
662, 217
694, 215
545, 440
641, 564
88, 0
160, 185
642, 557
626, 262
327, 527
205, 75
653, 348
727, 282
634, 75
628, 587
701, 74
634, 60
616, 205
704, 587
214, 236
757, 562
330, 575
588, 221
536, 41
21, 450
476, 534
615, 438
264, 273
442, 408
700, 471
753, 452
206, 538
116, 287
617, 211
284, 594
369, 295
263, 541
676, 373
523, 513
188, 321
647, 137
722, 64
309, 254
284, 200
284, 486
183, 291
66, 81
192, 257
383, 383
347, 398
268, 593
663, 191
570, 107
649, 340
288, 18
341, 251
12, 136
427, 585
698, 553
205, 373
706, 456
271, 131
44, 323
375, 42
799, 465
132, 83
87, 148
779, 366
532, 238
477, 258
132, 201
328, 105
44, 382
442, 345
94, 436
368, 131
328, 20
721, 329
152, 426
567, 519
327, 389
350, 78
210, 425
119, 428
388, 363
60, 594
784, 544
126, 226
281, 482
26, 82
500, 121
682, 25
517, 129
279, 29
103, 77
780, 239
456, 17
71, 268
272, 332
616, 352
2, 218
460, 169
762, 60
243, 365
183, 530
573, 209
466, 191
275, 16
396, 415
66, 428
295, 200
226, 356
395, 505
244, 281
712, 291
683, 310
667, 3
34, 245
521, 225
555, 416
200, 545
103, 506
157, 140
625, 547
32, 73
52, 193
796, 509
61, 10
531, 124
108, 123
511, 498
324, 571
594, 171
610, 441
511, 323
362, 70
721, 36
412, 177
281, 258
326, 566
421, 516
211, 497
748, 185
417, 253
230, 331
624, 20
568, 149
182, 313
493, 37
176, 562
64, 526
51, 195
599, 182
289, 425
105, 438
215, 141
127, 243
194, 552
760, 159
113, 49
71, 269
678, 352
600, 376
263, 422
784, 270
49, 51
305, 374
332, 180
380, 539
729, 535
113, 164
359, 52
306, 242
133, 154
7, 597
242, 522
282, 595
753, 580
2, 358
537, 557
381, 401
360, 498
181, 439
663, 515
742, 304
104, 431
278, 72
508, 295
674, 318
161, 58
634, 166
328, 21
675, 379
533, 596
283, 341
400, 202
697, 378
665, 425
721, 13
408, 582
119, 240
562, 340
316, 462
56, 235
532, 234
89, 180
184, 181
695, 597
646, 584
311, 60
262, 535
242, 321
616, 558
393, 372
457, 339
725, 248
501, 543
60, 547
518, 466
416, 315
10, 394
657, 326
770, 472
515, 213
583, 239
186, 263
136, 226
641, 302
590, 520
571, 552
192, 574
177, 309
610, 442
169, 583
632, 128
567, 146
553, 323
302, 578
735, 89
463, 92
458, 211
226, 378
324, 168
642, 62
47, 381
659, 561
411, 147
79, 41
740, 45
701, 229
791, 140
291, 222
789, 488
626, 477
241, 150
608, 451
659, 497
52, 576
95, 222
409, 267
239, 536
501, 355
797, 108
596, 192
157, 426
413, 529
103, 225
454, 275
274, 294
611, 258
636, 577
250, 487
6, 148
786, 550
316, 96
138, 91
531, 485
614, 385
138, 438
579, 294
435, 8
12, 431
747, 5
517, 19
421, 136
261, 94
293, 71
449, 93
167, 168
450, 432
416, 578
313, 33
445, 353
777, 104
744, 317
738, 256
201, 176
78, 498
616, 34
644, 515
624, 291
538, 565
335, 324
504, 223
251, 10
392, 426
655, 304
777, 161
786, 184
450, 467
152, 117
691, 537
34, 496
680, 526
225, 133
231, 280
696, 514
712, 594
639, 260
516, 475
100, 117
582, 255
780, 238
191, 567
439, 524
214, 215
33, 426
283, 189
516, 267
732, 241
571, 291
145, 477
610, 241
345, 443
9, 156
7, 182
738, 236
283, 375
191, 368
622, 251
583, 104
548, 0
126, 432
370, 366
720, 101
537, 262
135, 534
144, 365
733, 521
128, 132
331, 534
552, 96
159, 140
289, 65
556, 238
476, 169
316, 498
712, 386
160, 366
79, 428
328, 391
768, 483
333, 7
359, 337
76, 290
632, 21
302, 29
588, 567
450, 492
290, 6
716, 415
70, 353
79, 22
708, 283
673, 42
678, 2
691, 334
295, 220
492, 346
355, 522
263, 368
213, 62
245, 536
45, 536
129, 500
769, 470
366, 231
315, 55
413, 567
16, 348
747, 451
784, 411
343, 467
353, 555
742, 101
782, 163
421, 403
582, 331
419, 93
144, 447
378, 536
366, 458
631, 248
198, 355
113, 275
265, 102
304, 189
422, 59
492, 432
506, 582
595, 288
66, 18
170, 574
113, 250
651, 14
252, 342
76, 255
787, 374
96, 294
298, 326
407, 167
758, 78
129, 50
723, 253
399, 334
705, 586
58, 205
560, 46
733, 507
80, 129
61, 211
523, 175
778, 320
590, 7
29, 341
514, 312
1, 547
697, 424
302, 533
100, 435
752, 32
322, 516
422, 148
50, 211
775, 369
617, 19
63, 432
543, 167
502, 264
612, 152
242, 410
144, 45
19, 145
56, 296
220, 369
669, 353
626, 35
734, 346
188, 482
589, 45
554, 365
415, 61
402, 337
189, 344
150, 82
152, 390
546, 111
442, 410
593, 87
599, 529
207, 291
97, 227
600, 370
379, 485
159, 531
741, 425
204, 194
23, 587
477, 578
777, 320
493, 11
14, 5
529, 185
577, 529
191, 497
280, 265
106, 152
277, 326
392, 297
60, 316
564, 459
382, 73
143, 69
659, 312
322, 199
39, 586
606, 462
139, 265
772, 251
492, 408
673, 122
417, 177
657, 450
606, 28
581, 181
37, 361
95, 125
796, 179
697, 385
601, 593
421, 259
474, 234
591, 328
658, 117
511, 403
382, 218
763, 382
565, 455
105, 270
413, 115
50, 361
219, 465
290, 391
66, 274
428, 546
45, 138
523, 116
775, 149
547, 572
679, 29
453, 212
762, 195
625, 409
408, 271
726, 56
89, 54
789, 362
288, 416
4, 300
213, 138
750, 253
785, 126
183, 340
338, 261
190, 358
751, 575
251, 561
517, 79
135, 345
47, 21
539, 76
532, 105
689, 211
219, 65
359, 415
665, 599
674, 230
523, 570
14, 489
223, 192
259, 579
556, 133
292, 168
579, 218
450, 255
413, 100
765, 62
243, 472
10, 192
685, 409
431, 134
786, 181
651, 15
190, 50
628, 157
274, 240
88, 534
324, 251
133, 115
727, 64
740, 9
326, 585
31, 185
410, 183
260, 166
412, 107
481, 235
387, 121
559, 310
142, 593
204, 349
686, 427
96, 588
539, 135
545, 263
743, 134
658, 482
431, 176
742, 211
621, 51
610, 112
11, 556
65, 531
242, 350
561, 375
640, 20
666, 557
312, 276
287, 272
403, 211
29, 201
725, 199
688, 71
763, 476
597, 334
624, 270
298, 99
574, 112
530, 498
385, 247
725, 269
631, 23
355, 233
340, 495
505, 6
562, 147
412, 51
390, 262
707, 419
14, 474
17, 408
166, 406
607, 170
729, 50
601, 588
309, 42
415, 428
23, 533
619, 149
646, 249
114, 131
763, 508
419, 322
318, 209
525, 274
716, 350
286, 435
532, 302
37, 154
417, 160
249, 549
465, 506
786, 97
709, 515
469, 309
273, 484
782, 490
339, 322
758, 266
256, 20
723, 545
218, 203
606, 117
510, 130
96, 118
185, 435
598, 409
539, 28
596, 175
36, 332
230, 5
538, 454
529, 39
733, 73
344, 534
81, 337
346, 588
603, 142
632, 408
391, 374
788, 242
390, 522
470, 228
533, 490
744, 98
184, 510
257, 464
549, 122
127, 295
125, 500
621, 540
470, 541
420, 501
371, 586
174, 425
533, 455
229, 539
426, 63
58, 257
292, 370
50, 47
261, 515
