409, 153
449, 273
182, 456
124, 86
674, 348
702, 418
665, 141
626, 286
362, 503
404, 543
412, 276
233, 1
561, 261
425, 282
551, 276
567, 569
123, 217
273, 41
681, 135
546, 277
462, 179
245, 66
558, 272
165, 299
466, 281
207, 597
585, 180
553, 593
175, 263
204, 135
235, 211
524, 573
82, 457
104, 403
137, 317
733, 305
71, 94
757, 264
473, 302
444, 162
160, 460
724, 488
469, 140
606, 166
44, 120
505, 172
694, 462
103, 516
352, 349
266, 442
473, 204
79, 285
369, 217
192, 457
285, 331
157, 431
23, 437
357, 410
483, 288
718, 45
492, 35
116, 486
556, 401
494, 482
170, 560
700, 548
30, 281
476, 205
208, 209
701, 585
159, 563
74, 100
669, 599
776, 71
759, 195
443, 19
19, 85
642, 113
306, 290
419, 259
469, 446
737, 402
795, 57
298, 334
520, 185
269, 35
674, 74
169, 158
181, 583
448, 28
183, 43
10, 507
581, 305
262, 312
396, 300
43, 420
131, 484
317, 499
661, 438
315, 554
61, 590
566, 533
683, 499
700, 458
195, 352
433, 189
260, 395
415, 369
358, 283
740, 544
541, 403
106, 71
506, 5
661, 257
16, 77
53, 198
436, 451
154, 184
285, 484
711, 202
331, 422
576, 462
549, 54
61, 577
282, 72
737, 20
265, 402
36, 162
284, 54
587, 537
751, 425
186, 551
47, 157
672, 115
317, 303
272, 260
529, 86
784, 370
251, 81
650, 295
485, 251
320, 106
405, 479
412, 120
207, 409
645, 335
119, 0
78, 544
691, 359
777, 24
462, 226
345, 315
121, 307
709, 6
141, 489
680, 8
76, 249
293, 499
453, 260
279, 565
341, 181
231, 86
555, 229
791, 133
580, 493
411, 163
693, 567
519, 516
295, 250
579, 261
381, 344
28, 238
625, 245
756, 302
796, 478
25, 557
756, 548
211, 395
591, 348
599, 10
390, 524
473, 82
662, 531
382, 9
447, 173
623, 300
687, 155
649, 471
729, 43
594, 373
63, 193
6, 421
239, 154
719, 521
584, 360
435, 244
158, 359
263, 167
115, 90
322, 15
422, 387
588, 287
488, 422
469, 262
200, 208
642, 373
273, 137
738, 31
425, 179
158, 157
442, 390
175, 261
142, 402
138, 286
755, 8
438, 147
286, 438
670, 178
619, 397
578, 303
707, 560
328, 242
662, 58
592, 305
680, 508
741, 547
8, 219
303, 307
187, 2
197, 421
280, 537
95, 360
460, 322
170, 312
157, 483
565, 422
204, 61
105, 127
532, 112
693, 542
175, 241
487, 182
407, 441
374, 145
106, 203
508, 462
166, 121
609, 106
564, 195
211, 510
66, 190
626, 0
232, 13
135, 465
236, 599
373, 66
609, 140
520, 484
778, 69
361, 331
445, 191
371, 285
578, 428
192, 405
283, 382
701, 575
253, 361
541, 551
572, 292
393, 347
613, 163
436, 25
68, 36
236, 70
134, 307
44, 525
697, 141
239, 8
272, 69
384, 141
675, 447
589, 360
659, 319
633, 137
138, 13
48, 530
321, 31
533, 488
27, 98
567, 75
463, 567
67, 147
131, 206
659, 305
531, 362
420, 407
177, 113
421, 77
295, 141
299, 201
728, 60
322, 506
676, 369
477, 345
10, 468
174, 405
679, 453
114, 1
61, 312
516, 308
496, 333
113, 173
458, 384
43, 169
413, 96
215, 299
104, 598
290, 54
531, 267
240, 562
21, 126
628, 241
53, 153
796, 492
301, 47
612, 39
714, 44
107, 429
368, 328
195, 585
635, 242
321, 403
384, 430
180, 379
401, 338
178, 342
32, 251
366, 242
411, 30
742, 375
597, 85
601, 491
294, 585
790, 322
744, 518
15, 273
450, 264
524, 109
514, 136
540, 85
355, 531
231, 73
527, 23
351, 565
221, 570
116, 334
699, 297
230, 567
679, 121
341, 528
535, 102
373, 252
441, 166
382, 438
52, 145
447, 440
333, 104
178, 503
646, 14
139, 222
320, 55
682, 349
258, 548
720, 261
274, 512
238, 323
575, 59
24, 519
353, 392
313, 241
632, 244
768, 223
626, 54
792, 540
681, 173
566, 376
744, 171
651, 504
461, 60
633, 242
490, 338
579, 536
6, 337
28, 342
609, 554
674, 473
436, 526
35, 358
502, 41
509, 285
668, 352
324, 88
664, 128
316, 155
450, 165
487, 386
596, 347
376, 593
206, 461
6, 516
666, 400
572, 20
43, 314
365, 243
383, 268
389, 284
195, 122
474, 50
437, 107
225, 67
324, 145
510, 408
179, 455
339, 460
509, 330
601, 326
467, 173
397, 101
705, 181
129, 8
558, 557
755, 415
194, 535
795, 113
98, 232
446, 195
662, 255
768, 97
524, 170
182, 60
406, 476
569, 208
174, 279
375, 273
633, 498
195, 353
713, 23
621, 97
445, 124
556, 322
163, 27
759, 582
254, 432
723, 192
354, 271
551, 197
636, 528
651, 381
111, 128
607, 98
57, 221
696, 396
500, 573
533, 534
88, 44
687, 57
190, 568
47, 226
735, 578
378, 115
410, 260
423, 507
181, 233
146, 362
283, 142
329, 438
164, 115
770, 35
50, 61
367, 426
567, 459
330, 417
84, 531
171, 331
29, 25
121, 147
280, 19
669, 458
420, 12
82, 363
694, 139
536, 103
286, 455
552, 3
744, 345
129, 18
798, 214
65, 559
428, 384
431, 339
412, 440
309, 263
703, 577
748, 383
12, 452
79, 115
163, 76
753, 243
491, 69
363, 271
377, 398
173, 416
370, 552
534, 390
39, 138
63, 159
799, 547
529, 257
563, 563
439, 156
275, 422
718, 327
422, 525
312, 141
302, 18
752, 420
426, 369
57, 450
661, 230
751, 516
12, 343
382, 316
492, 135
721, 270
218, 587
547, 415
444, 60
402, 531
612, 306
209, 2
589, 314
156, 269
606, 532
71, 131
652, 507
623, 115
285, 569
50, 389
486, 471
378, 465
757, 470
404, 507
491, 117
255, 34
225, 503
0, 276
779, 552
434, 424
90, 364
315, 375
540, 252
538, 263
